ProductID,Name,BatteryLife,ScreenSize,ProcessorClock,CameraRes,Memory,Weight,Thickness,ChargingTime,SignalQual,Durability
1,Smartphone 1,25.98685661204493,6.162041984697398,1.7923146289747929,13.133258834290833,465.5013254769172,174.7823209132991,7.171004989077927,1.7544957840792377,5.158042949098366,7.2970063904372555
2,Smartphone 2,23.446942795315262,5.807458859791842,2.2896773386173206,13.516814958232413,504.87648265027104,218.35723894109552,7.439818959803031,2.214598766707408,5.697699504685394,8.944407387794755
3,Smartphone 3,26.59075415240277,5.6615389998470205,2.328642741736615,9.934291734485056,622.1744360734291,242.44312394025266,8.747293605123263,1.9572333592073505,6.052820549745998,6.066942617206527
4,Smartphone 4,30.092119425632102,6.305838144420434,2.0988613653891903,13.061593225191258,614.9376132641044,220.64930521102295,8.610370265433465,1.5968170338466736,6.0781359352721065,8.172781494248081
5,Smartphone 5,23.063386501106656,6.515499761247975,2.4193571441669954,13.302097665336879,232.50977166645686,169.61260068091974,7.979098406035852,1.6424626943915164,5.783409876992849,6.6455567690691035
6,Smartphone 6,23.063452172203277,6.465640059558099,2.702025428407269,9.832513266689139,277.2362370426278,190.31531854267496,8.117327383308782,1.3491761232395403,6.438431749062125,6.3055199577823755
7,Smartphone 7,30.316851262029566,5.580391238388681,3.443092950605265,21.321849676488394,495.72141562307684,225.33822298373246,9.277664895788424,1.642627958074381,5.437057191548988,7.232566323348412
8,Smartphone 8,27.069738916611634,5.845393812074393,2.5872889064159197,14.043362669195263,495.4737523729629,185.84661068762438,7.40842861116417,1.5562331785614607,5.964123185279005,6.007156662488984
9,Smartphone 9,22.12210245626019,6.165631715701782,2.628775195361382,8.521641195233029,495.7238781942087,208.87638856292457,8.547097381170037,1.7586451510603989,6.122861564670277,6.614539224169203
10,Smartphone 10,26.17024017434386,6.48777256356118,2.4627770421169166,14.83465625993308,1883.887229255792,215.49268106858673,7.797807347566106,1.3973167791380214,6.369008993140368,5.814904841278582
11,Smartphone 11,22.14632922875015,5.760412881077355,1.5406143923504794,9.093823973956212,506.9215228221078,181.46139056843833,7.782318796772779,1.8291827873939905,6.49583685468074,10.94568184667231
12,Smartphone 12,22.137080985718974,5.907170511668092,2.4867430622753917,15.427095032046381,635.3819131115074,198.809492878764,9.098776851987191,2.2401610992759875,5.406142411928109,7.4413531729684665
13,Smartphone 13,24.96784908626414,5.446832512996986,2.530115104970513,17.24597311647479,590.8727643009674,135.17465319861856,8.82541634898803,1.6132454707663555,5.18924691167869,6.424089433989649
14,Smartphone 14,16.346879021368807,5.401896687959665,3.731621056242643,9.523813101618511,523.5101927550666,179.5122471733142,8.813509636000639,1.7866499757138983,6.874147818450745,7.712142093664303
15,Smartphone 15,17.10032866994787,6.406262911197099,2.403819517609439,16.264955740522645,355.63051125695364,194.9486369721368,9.30547880715433,1.892746215149105,6.25406342940474,7.224907203153558
16,Smartphone 16,21.75084988303611,6.678120014285412,2.650773671166806,13.788491267281978,546.5291732659958,175.044336360703,8.021003841632758,1.5215900986977597,5.613370528516207,7.069615403768136
17,Smartphone 17,19.948675518662306,5.963994939209833,2.4826441151473784,15.58981861029308,296.15113468964427,232.64822607863272,8.681952971294963,1.724295388086713,7.064732816754633,8.354775904872254
18,Smartphone 18,25.256989330381096,6.501766448946012,1.9156609811902339,21.521187065234624,366.9672317575118,171.39717244078736,7.689733243406544,1.652878775603054,6.120032845547053,8.597758605385042
19,Smartphone 19,20.367903697915157,6.180818012523817,3.0714114072575103,11.317877613228854,332.2389971503103,191.19911026606033,8.324166352488442,1.6812460580479454,6.806851771977365,6.645233099476142
20,Smartphone 20,18.350785194658833,5.677440122697438,2.875966516343387,9.717021589599062,416.85967557508127,202.61481154572184,7.869856945632315,1.4125520645660306,6.09063197028104,6.5852766856229366
21,Smartphone 21,29.862595075686215,6.1806978027542065,2.8955159735215235,9.329166460077678,1018.2730943153427,228.82546578132232,8.096995964992718,1.656823201579681,7.4340796974652745,6.99355954523748
22,Smartphone 22,23.096894798053857,6.769018283232985,2.0453062726026303,9.537743380074538,191.15677883840857,171.2827569764112,8.595157025436913,1.8213894761588054,7.210469623845033,4.662798326005408
23,Smartphone 23,24.270112818751695,5.9820869804450245,3.2013971554680496,11.90394058829649,530.8630488197791,223.26327504309918,7.181779316766527,2.203900448159804,5.900892349493669,5.457341615379094
24,Smartphone 24,18.301007255146175,6.782321827907003,1.7990744686038596,13.495355543616517,211.6457002802083,200.20466122039173,10.09238727568546,1.9974156404825094,6.66691407265431,9.712122558169446
25,Smartphone 25,21.82246910189927,4.690127447955128,2.793428546900135,13.236884852729634,334.02881231898124,180.369826979041,6.993982618500298,2.5361228846728734,6.452951318782678,10.267602427568027
26,Smartphone 26,24.443690358839465,6.410951252187612,3.595227812904989,15.613797441090322,623.6443405361564,209.2420694852654,6.785811387212268,1.4141526070410086,6.93695665325087,7.030042786581245
27,Smartphone 27,19.39602569031079,6.043523534119085,2.004731837434656,12.230105396934428,413.93626290533297,203.9811939114694,9.158110873500068,1.9629807863478115,5.493181819010264,8.29216748381936
28,Smartphone 28,25.502792073382686,5.850496324767066,2.216851135198614,18.841468710585932,262.1461280232172,187.9956624568241,8.791662693962936,1.7102993285776753,6.479252482038378,7.863643360461261
29,Smartphone 29,21.59744524032478,6.045880388267751,2.549825682543821,11.252642050697423,303.0441535851016,201.39604169980038,8.624119817052154,2.554765878161276,6.725070768872558,13.677828465484737
30,Smartphone 30,22.833225000826893,5.006215542699554,2.2482621729419003,27.5513283381351,529.4501946774277,192.2937280627648,8.62834550926428,1.4026177932275774,5.073982698605853,9.243448056080963
31,Smartphone 31,21.593173551082412,5.890164056081244,1.7246682844669337,14.697835004453145,301.2237509742733,202.27034690502495,7.987753227153085,1.393830387319875,5.374546233273327,7.202415686064382
32,Smartphone 32,31.409112738035752,6.178556285755874,2.5342814874030135,9.42016621253243,439.9158399748004,213.24261349042092,7.102745628514168,1.462462225264305,4.933638667383833,6.103680268022111
33,Smartphone 33,23.946011101048263,6.738947022370758,1.9688481431369476,8.835098464945093,410.8502266184838,231.72033632290703,8.075804558193726,1.0781222334274734,5.888841662189485,5.358642810094604
34,Smartphone 34,19.7691562841764,5.740864890863176,2.736796215317591,14.0798081450174,310.8653502273232,175.24369002346302,7.322838288487889,1.4841600593944113,6.499688323879732,7.695938538527483
35,Smartphone 35,27.290179648412757,5.595753198553406,2.0402878828830984,11.392567446606128,951.060460020485,242.66066749312535,8.97511973341775,1.4164779415850242,7.030344474130258,6.351746731742548
36,Smartphone 36,19.11662540011591,5.749121478207732,3.27496720250877,15.092533453154699,519.8641923603299,160.95824400954996,7.8529426184978615,1.699066117201108,6.094638669298619,5.5597283996218545
37,Smartphone 37,24.835454380019023,6.457701058851037,2.1083733538318814,14.040854904419328,179.45831729528498,196.96429809928833,7.1745028032074885,1.7653539264001332,7.119671271017613,6.492745152317532
38,Smartphone 38,16.161319504480897,6.164375554829842,2.3389692418971624,11.919209307849297,434.6676542692636,211.76634412969153,7.678614158347006,2.39943709919653,5.2697865251888025,5.9517803856458755
39,Smartphone 39,18.687255804406277,5.735119898116481,2.906758608684835,9.449500515248396,309.6013227307673,205.61983735470065,8.412931454275624,1.9938845429612804,5.102148655797134,10.354573715863584
40,Smartphone 40,24.787444943476494,6.256633716556678,1.8845678417830225,7.733378516161992,567.3482620289058,187.54600960358812,7.436275447196025,1.469054900017566,6.0161362246144945,8.813881760719509
41,Smartphone 41,26.953866319981643,6.04853877467402,2.613729967302065,10.655173132682929,293.82716038798844,195.8375549928545,7.177779604433568,1.3775644735854218,6.286512999507404,7.377283428563795
42,Smartphone 42,24.68547312475988,6.484322495266444,3.153571377141214,15.751248599639528,385.33204741997093,190.13998130682333,8.243687211491912,1.819176332884365,6.0299005929619165,9.934254423854359
43,Smartphone 43,23.53740687044704,5.648973453061323,1.6962583827193862,12.990627335457317,493.73301300953756,188.21270486111575,8.244966571108723,1.2661152553963917,4.919740523542155,7.5042810287535096
44,Smartphone 44,22.795585217642845,5.836168926701116,2.5923169292661523,8.383607963330023,570.3795849325102,216.9920419404205,7.49305682462887,2.378075989971743,5.995972513249988,6.219833635780755
45,Smartphone 45,18.08591203853029,5.803945923433921,2.629941397124212,12.832156893090641,249.60544150964535,207.14030971930094,7.528961694381677,2.087334773402115,5.309794054027858,10.020418041088305
46,Smartphone 46,21.120623166421165,5.268242525933941,2.890911435888655,13.67535371679957,352.9052141298067,186.1418080947869,8.232049937357637,1.5010500095416064,6.468648858115515,8.229967031080692
47,Smartphone 47,22.15744491616085,6.148060138532288,1.881524644560959,9.345012412337534,333.62642385145955,217.991997508665,6.551915658502676,1.170432213898615,6.275541804328024,6.004749678402124
48,Smartphone 48,28.22848890487566,6.130527636089945,1.8397716934578618,12.7574770088072,310.6504443729692,206.14599041753218,6.592536225623444,2.1614395862871274,5.506956005231404,7.11305810371602
49,Smartphone 49,25.374473158273844,6.00255672832123,2.7609707828084487,12.397100511289022,817.4434255139804,216.2572423767792,7.281555778747564,1.6113817342214631,5.7466283462907395,6.202028086718593
50,Smartphone 50,16.947839378549062,5.882706433312427,2.648492336616593,8.646104828244344,474.37240813331607,212.59257683847224,7.786552848288153,2.111847723004945,5.441629997122036,5.603772624175495
